,pVal,phase,peak.shape,period,diel
Bacillariophyta_K00255,1.68917045039626e-06,20,8,24,YES
Haptophyta_K03234,1.68917045039626e-06,20,16,24,YES
Ochrophyta_K08910,1.68917045039626e-06,20,8,24,YES
Haptophyta_K15504,1.70359593234221e-06,16,8,24,YES
Ochrophyta_K17225,1.70678538134966e-06,8,12,24,YES
Bacillariophyta_K01695,1.71426338172884e-06,20,4,24,YES
Haptophyta_K15633,1.71426338172884e-06,24,12,24,YES
Bacillariophyta_K01696,1.74324966766581e-06,20,8,24,YES
Haptophyta_K02706,1.76595092541428e-06,20,8,24,YES
Haptophyta_K02112,1.78877572895932e-06,24,16,24,YES
Haptophyta_K03178,1.79212465041715e-06,20,12,24,YES
Haptophyta_K10698,1.79212465041715e-06,20,12,24,YES
Haptophyta_K11187,1.79212465041715e-06,8,12,24,YES
Cercozoa_K01840,1.87395552557643e-06,16,8,24,YES
Cercozoa_K11809,1.87395552557643e-06,16,8,24,YES
Cercozoa_K15779,1.87395552557643e-06,16,8,24,YES
Haptophyta_K01807,1.87746391948463e-06,8,12,24,YES
Haptophyta_K01597,1.87746391948463e-06,20,12,24,YES
Haptophyta_K00057,1.95913532219354e-06,16,8,24,YES
Bacillariophyta_K00390,2.1235563394857e-06,16,12,24,YES
Haptophyta_K05020,2.3025306806307e-06,24,4,24,YES
Haptophyta_K03841,2.60641739498176e-06,16,12,24,YES
Haptophyta_K15106,2.60641739498176e-06,16,12,24,YES
Ochrophyta_K10705,2.60641739498176e-06,16,12,24,YES
Bacillariophyta_K04712,2.80230491020586e-06,24,8,24,YES
Haptophyta_K03087,2.80230491020586e-06,8,16,24,YES
Haptophyta_K17739,2.80230491020586e-06,8,16,24,YES
Haptophyta_K01610,2.81932154859312e-06,12,16,24,YES
Haptophyta_K07556,2.81932154859312e-06,12,16,24,YES
Chlorophyta_K01602,2.82216782483619e-06,12,12,24,YES
Haptophyta_K14536,2.82216782483619e-06,24,12,24,YES
Haptophyta_K05591,2.83600357100887e-06,20,16,24,YES
Chlorophyta_K08913,2.84041544395953e-06,12,12,24,YES
Haptophyta_K00381,2.84041544395953e-06,24,12,24,YES
Haptophyta_K13181,2.84275979715773e-06,20,16,24,YES
Chlorophyta_K01682,2.93574800116804e-06,24,8,24,YES
Haptophyta_K03086,2.93574800116804e-06,8,16,24,YES
Haptophyta_K07313,2.93574800116804e-06,8,16,24,YES
Bacillariophyta_K15276,2.95357495566899e-06,12,16,24,YES
Bacillariophyta_K02230,2.97105136010453e-06,20,8,24,YES
Bacillariophyta_K00228,2.9824362161575e-06,16,12,24,YES
Bacillariophyta_K01903,2.9824362161575e-06,24,12,24,YES
Bacillariophyta_K01602,2.9824362161575e-06,12,12,24,YES
Cercozoa_K02716,2.9824362161575e-06,16,12,24,YES
Cercozoa_K13761,2.9824362161575e-06,16,12,24,YES
Chlorarachniophyta_K01783,2.9824362161575e-06,16,12,24,YES
Cryptophyta_K01902,2.9824362161575e-06,24,12,24,YES
Cryptophyta_K05765,2.9824362161575e-06,12,12,24,YES
Haptophyta_K10361,2.9824362161575e-06,24,12,24,YES
Haptophyta_K11367,2.9824362161575e-06,24,12,24,YES
Haptophyta_K08834,2.9824362161575e-06,24,12,24,YES
Haptophyta_K04445,2.9824362161575e-06,24,12,24,YES
Haptophyta_K04646,2.9824362161575e-06,24,12,24,YES
Haptophyta_K12160,2.9824362161575e-06,24,12,24,YES
Haptophyta_K00024,2.9824362161575e-06,24,12,24,YES
Haptophyta_K02117,2.9824362161575e-06,24,12,24,YES
Haptophyta_K02145,2.9824362161575e-06,24,12,24,YES
Haptophyta_K08293,2.9824362161575e-06,24,12,24,YES
Haptophyta_K02515,2.9824362161575e-06,24,12,24,YES
Haptophyta_K00380,2.9824362161575e-06,12,12,24,YES
Haptophyta_K05759,2.9824362161575e-06,24,12,24,YES
Haptophyta_K10257,2.9824362161575e-06,16,12,24,YES
Ochrophyta_K00046,2.9824362161575e-06,16,12,24,YES
Ochrophyta_K00876,2.9824362161575e-06,12,12,24,YES
Euglenozoa_K02703,2.98489778701562e-06,20,8,24,YES
Haptophyta_K09580,2.98489778701562e-06,20,16,24,YES
Ochrophyta_K00244,3.06919109213023e-06,16,16,24,YES
Dinophyta_K01830,3.10609914920019e-06,20,16,24,YES
Bacillariophyta_K14067,3.12445698835548e-06,24,12,24,YES
Euglenozoa_K08908,3.12445698835548e-06,12,12,24,YES
Haptophyta_K11647,3.12445698835548e-06,24,12,24,YES
Haptophyta_K11825,3.12445698835548e-06,24,12,24,YES
Haptophyta_K05712,3.12445698835548e-06,24,12,24,YES
Haptophyta_K07508,3.12445698835548e-06,24,12,24,YES
Haptophyta_K07962,3.12445698835548e-06,24,12,24,YES
Haptophyta_K06118,3.12445698835548e-06,12,12,24,YES
Haptophyta_K02949,3.12445698835548e-06,24,12,24,YES
Haptophyta_K05607,3.12445698835548e-06,24,12,24,YES
Haptophyta_K02153,3.12445698835548e-06,24,12,24,YES
Ochrophyta_K01698,3.12445698835548e-06,16,12,24,YES
Haptophyta_K07953,3.12703577687351e-06,20,16,24,YES
Haptophyta_K04464,3.12703577687351e-06,20,16,24,YES
Haptophyta_K00102,3.12703577687351e-06,20,8,24,YES
Haptophyta_K04086,3.12703577687351e-06,20,8,24,YES
Euglenozoa_K02716,3.18533450922854e-06,16,12,24,YES
Haptophyta_K02693,3.18533450922854e-06,16,12,24,YES
Haptophyta_K00099,3.20263418309241e-06,8,16,24,YES
Haptophyta_K00006,3.26647776055345e-06,12,12,24,YES
Cercozoa_K00150,3.2691737667314e-06,20,8,24,YES
Haptophyta_K08915,3.2691737667314e-06,20,8,24,YES
Haptophyta_K00548,3.2691737667314e-06,20,8,24,YES
Haptophyta_K00821,3.33701710490609e-06,20,4,24,YES
Haptophyta_K11143,3.33701710490609e-06,24,12,24,YES
Haptophyta_K00528,3.33701710490609e-06,16,12,24,YES
Ochrophyta_K01903,3.33701710490609e-06,24,12,24,YES
Bacillariophyta_K13783,3.41131175658928e-06,20,16,24,YES
Haptophyta_K07376,3.42852676345768e-06,24,16,24,YES
Haptophyta_K16482,3.42852676345768e-06,24,16,24,YES
Haptophyta_K00274,3.42852676345768e-06,16,8,24,YES
Haptophyta_K07042,3.42852676345768e-06,24,16,24,YES
Haptophyta_K04378,3.42852676345768e-06,16,8,24,YES
Bacillariophyta_K01694,3.48649933533161e-06,20,4,24,YES
Bacillariophyta_K13606,3.59178994266995e-06,16,8,24,YES
Cryptophyta_K00435,3.67760994549745e-06,8,12,24,YES
Haptophyta_K08372,3.67760994549745e-06,20,12,24,YES
Haptophyta_K04712,3.67760994549745e-06,20,12,24,YES
Haptophyta_K17609,3.67760994549745e-06,20,12,24,YES
Haptophyta_K03237,3.67760994549745e-06,20,12,24,YES
Cercozoa_K10579,3.75505312188222e-06,24,16,24,YES
Dinophyta_K08909,3.79206489193874e-06,20,4,24,YES
Chlorophyta_K14708,3.84477403392915e-06,8,12,24,YES
Haptophyta_K09479,4.45768574987441e-06,24,12,24,YES
Bacillariophyta_K03147,4.47246282327928e-06,4,12,24,YES
Haptophyta_K15289,4.68057003736813e-06,24,12,24,YES
Bacillariophyta_K10562,4.96460456187002e-06,12,16,24,YES
Haptophyta_K03347,4.97598159916987e-06,24,12,24,YES
Bacillariophyta_K06158,5.21283478996352e-06,12,16,24,YES
Bacillariophyta_K12892,5.21283478996352e-06,4,8,24,YES
Haptophyta_K16939,5.21283478996352e-06,4,8,24,YES
Haptophyta_K15110,5.24680488622678e-06,12,16,24,YES
Haptophyta_K03388,5.24680488622678e-06,16,8,24,YES
Bacillariophyta_K00239,5.38777493832364e-06,20,8,24,YES
Haptophyta_K04488,5.38777493832364e-06,20,16,24,YES
Haptophyta_K12623,5.38777493832364e-06,20,16,24,YES
Haptophyta_K02635,5.38777493832364e-06,20,8,24,YES
Haptophyta_K02637,5.38777493832364e-06,20,8,24,YES
Haptophyta_K00167,5.40191156382641e-06,24,12,24,YES
Bacillariophyta_K02963,5.43409186599799e-06,8,16,24,YES
Haptophyta_K13347,5.43409186599799e-06,8,16,24,YES
Bacillariophyta_K08282,5.46106501805702e-06,12,16,24,YES
Chlorophyta_K02293,5.49665273795186e-06,12,8,24,YES
Haptophyta_K16944,5.49665273795186e-06,4,8,24,YES
Haptophyta_K04441,5.49665273795186e-06,20,16,24,YES
Haptophyta_K02355,5.49665273795186e-06,12,8,24,YES
Bacillariophyta_K05863,5.64433564967238e-06,20,8,24,YES
Bacillariophyta_K01100,5.64433564967238e-06,12,8,24,YES
Chlorophyta_K02703,5.64433564967238e-06,20,8,24,YES
Haptophyta_K00647,5.64433564967238e-06,12,8,24,YES
Ochrophyta_K05863,5.64433564967238e-06,20,16,24,YES
Bacillariophyta_K03955,5.67200714201773e-06,12,12,24,YES
Bacillariophyta_K02945,5.67200714201773e-06,12,12,24,YES
Bicosoecida_K01527,5.67200714201773e-06,12,12,24,YES
Bicosoecida_K02326,5.67200714201773e-06,12,12,24,YES
Chlorarachniophyta_K10598,5.67200714201773e-06,24,12,24,YES
Haptophyta_K10356,5.67200714201773e-06,24,12,24,YES
Haptophyta_K14439,5.67200714201773e-06,24,12,24,YES
Haptophyta_K03704,5.67200714201773e-06,24,12,24,YES
Haptophyta_K09527,5.67200714201773e-06,24,12,24,YES
Haptophyta_K15272,5.67200714201773e-06,24,12,24,YES
Haptophyta_K04790,5.67200714201773e-06,12,12,24,YES
Haptophyta_K16297,5.67200714201773e-06,24,12,24,YES
Haptophyta_K07875,5.67200714201773e-06,24,12,24,YES
Haptophyta_K06655,5.67200714201773e-06,24,12,24,YES
Haptophyta_K02118,5.67200714201773e-06,24,12,24,YES
Haptophyta_K02147,5.67200714201773e-06,24,12,24,YES
Haptophyta_K17043,5.67200714201773e-06,24,12,24,YES
Haptophyta_K08568,5.67200714201773e-06,24,12,24,YES
Haptophyta_K01379,5.67200714201773e-06,24,12,24,YES
Haptophyta_K08245,5.67200714201773e-06,24,12,24,YES
Haptophyta_K06207,5.67200714201773e-06,12,12,24,YES
Ochrophyta_K03085,5.67200714201773e-06,12,12,24,YES
Sarcomastigophora_K15264,5.67200714201773e-06,24,12,24,YES
Glaucophyta_K10755,5.68109604172517e-06,16,16,24,YES
Glaucophyta_K10756,5.68109604172517e-06,16,16,24,YES
Haptophyta_K16743,5.68109604172517e-06,8,8,24,YES
Ochrophyta_K00234,5.68109604172517e-06,16,16,24,YES
Bacillariophyta_K02078,5.74650058967695e-06,16,8,24,YES
Bacillariophyta_K02703,5.90089636102112e-06,20,8,24,YES
Haptophyta_K01312,5.90089636102112e-06,4,16,24,YES
Haptophyta_K14964,5.90089636102112e-06,20,8,24,YES
Bacillariophyta_K00324,5.94210272020905e-06,24,12,24,YES
Bacillariophyta_K00847,5.94210272020905e-06,4,12,24,YES
Haptophyta_K12559,5.94210272020905e-06,24,12,24,YES
Haptophyta_K01527,5.94210272020905e-06,24,12,24,YES
Haptophyta_K07874,5.94210272020905e-06,24,12,24,YES
Haptophyta_K05349,5.94210272020905e-06,24,12,24,YES
Haptophyta_K11254,5.94210272020905e-06,24,12,24,YES
Haptophyta_K09510,5.94210272020905e-06,24,12,24,YES
Haptophyta_K10752,5.94210272020905e-06,24,12,24,YES
Haptophyta_K00694,5.94210272020905e-06,24,12,24,YES
Haptophyta_K02152,5.94210272020905e-06,24,12,24,YES
Ochrophyta_K01902,5.94210272020905e-06,24,12,24,YES
Ochrophyta_K03458,5.94210272020905e-06,24,12,24,YES
Ochrophyta_K15100,5.94210272020905e-06,12,12,24,YES
Rhodophyta_K01238,5.94210272020905e-06,12,12,24,YES
Rhodophyta_K02636,5.94210272020905e-06,12,12,24,YES
Haptophyta_K17263,6.21219829840037e-06,24,12,24,YES
Haptophyta_K04372,6.21219829840037e-06,24,12,24,YES
Ochrophyta_K03000,6.21219829840037e-06,24,12,24,YES
Chlorophyta_K05756,6.37066901845709e-06,24,16,24,YES
Haptophyta_K04739,6.37066901845709e-06,24,16,24,YES
Ochrophyta_K08908,6.37066901845709e-06,16,8,24,YES
Bacillariophyta_K03386,6.67228734038226e-06,8,12,24,YES
Haptophyta_K09491,6.67228734038226e-06,20,12,24,YES
Ochrophyta_K01900,6.67403420981219e-06,24,16,24,YES
Cryptophyta_K03307,6.83184781887424e-06,4,20,24,YES
Haptophyta_K04440,6.97739940116729e-06,24,16,24,YES
Bacillariophyta_K03243,6.99001530897189e-06,8,12,24,YES
Chlorophyta_K07576,6.99001530897189e-06,8,12,24,YES
Haptophyta_K08994,6.99001530897189e-06,8,12,24,YES
Chlorarachniophyta_K04406,7.30774327756152e-06,8,12,24,YES
Chlorarachniophyta_K04414,7.30774327756152e-06,8,12,24,YES
Chlorarachniophyta_K04420,7.30774327756152e-06,8,12,24,YES
Chlorarachniophyta_K08833,7.30774327756152e-06,8,12,24,YES
Euglenozoa_K06689,7.62547124615115e-06,8,12,24,YES
Bicosoecida_K17530,8.26012857607286e-06,24,12,24,YES
Bacillariophyta_K02183,8.58399170917109e-06,24,12,24,YES
Haptophyta_K10609,8.58399170917109e-06,24,12,24,YES
Cercozoa_K06949,8.91537149974883e-06,8,16,24,YES
Haptophyta_K03062,9.01208331105837e-06,20,16,24,YES
Bacillariophyta_K00026,9.36114007473627e-06,24,8,24,YES
Euglenozoa_K10393,9.36114007473627e-06,8,16,24,YES
Haptophyta_K02078,9.36114007473627e-06,8,16,24,YES
Haptophyta_K10548,9.36114007473627e-06,8,16,24,YES
Bacillariophyta_K03405,9.39217192888649e-06,12,16,24,YES
Bacillariophyta_K05607,9.39217192888649e-06,12,16,24,YES
Bacillariophyta_K07515,9.39217192888649e-06,12,16,24,YES
Bacillariophyta_K00282,9.39217192888649e-06,12,16,24,YES
Bacillariophyta_K07248,9.39217192888649e-06,12,16,24,YES
Bacillariophyta_K01638,9.39217192888649e-06,12,16,24,YES
Bicosoecida_K01825,9.39217192888649e-06,4,8,24,YES
Cryptophyta_K03256,9.39217192888649e-06,4,8,24,YES
Haptophyta_K17506,9.39217192888649e-06,4,8,24,YES
Rhodophyta_K03857,9.39217192888649e-06,4,8,24,YES
Chlorophyta_K11251,9.46268747661129e-06,24,16,24,YES
Haptophyta_K02725,9.46268747661129e-06,20,16,24,YES
Ochrophyta_K02636,9.46268747661129e-06,16,8,24,YES
Haptophyta_K00297,9.49960123477883e-06,20,8,24,YES
Haptophyta_K09569,9.49960123477883e-06,20,16,24,YES
Haptophyta_K02234,9.49960123477883e-06,20,16,24,YES
Haptophyta_K03094,9.49960123477883e-06,20,16,24,YES
Haptophyta_K03233,9.49960123477883e-06,20,16,24,YES
Haptophyta_K02492,9.68473642683041e-06,20,4,24,YES
Haptophyta_K15191,9.68473642683041e-06,20,4,24,YES
Dinophyta_K01100,9.80690864972371e-06,8,16,24,YES
Bacillariophyta_K00526,9.80690864972371e-06,24,8,24,YES
Chlorophyta_K00031,9.80690864972371e-06,24,8,24,YES
Chlorophyta_K01179,9.80690864972371e-06,8,16,24,YES
Haptophyta_K12737,9.80690864972371e-06,24,8,24,YES
Haptophyta_K09554,9.80690864972371e-06,24,8,24,YES
Haptophyta_K02916,9.80690864972371e-06,8,16,24,YES
Ochrophyta_K00831,9.80690864972371e-06,8,8,24,YES
Haptophyta_K11727,9.83941821121442e-06,4,8,24,YES
Haptophyta_K02726,9.91329164216421e-06,20,16,24,YES
Bacillariophyta_K00248,9.95196319833973e-06,20,8,24,YES
Bacillariophyta_K00274,9.95196319833973e-06,12,8,24,YES
Cryptophyta_K02355,9.95196319833973e-06,12,8,24,YES
Haptophyta_K00508,9.95196319833973e-06,20,8,24,YES
Haptophyta_K04078,9.95196319833973e-06,20,16,24,YES
Haptophyta_K00069,9.95196319833973e-06,12,8,24,YES
Ochrophyta_K09820,9.95196319833973e-06,12,8,24,YES
Ochrophyta_K02641,9.95196319833973e-06,12,8,24,YES
Rhodophyta_K09272,9.95196319833973e-06,4,16,24,YES
Bacillariophyta_K08908,9.99391406900339e-06,16,12,24,YES
Haptophyta_K14855,9.99391406900339e-06,24,12,24,YES
Sarcomastigophora_K13981,9.99391406900339e-06,4,12,24,YES
Haptophyta_K02168,1.00703470416041e-05,24,4,24,YES
Bacillariophyta_K00163,1.01216354645292e-05,16,12,24,YES
Haptophyta_K04688,1.01216354645292e-05,24,12,24,YES
Bacillariophyta_K12573,1.02526772247112e-05,8,8,24,YES
Ochrophyta_K00239,1.02526772247112e-05,16,16,24,YES
Ochrophyta_K04514,1.02526772247112e-05,8,8,24,YES
Haptophyta_K11718,1.03638958077171e-05,20,16,24,YES
Bacillariophyta_K10686,1.04043251619006e-05,20,8,24,YES
Bacillariophyta_K02635,1.04043251619006e-05,20,8,24,YES
Haptophyta_K17080,1.04043251619006e-05,20,16,24,YES
Haptophyta_K17081,1.04043251619006e-05,20,16,24,YES
Ochrophyta_K02056,1.04043251619006e-05,4,16,24,YES
Bacillariophyta_K01251,1.04936097724536e-05,16,12,24,YES
Bacillariophyta_K01900,1.04936097724536e-05,24,12,24,YES
Chlorarachniophyta_K09566,1.04936097724536e-05,24,12,24,YES
Chlorarachniophyta_K04382,1.04936097724536e-05,4,12,24,YES
Chlorarachniophyta_K15427,1.04936097724536e-05,4,12,24,YES
Chlorarachniophyta_K15498,1.04936097724536e-05,4,12,24,YES
Chlorarachniophyta_K17615,1.04936097724536e-05,4,12,24,YES
Haptophyta_K02873,1.04936097724536e-05,24,12,24,YES
Haptophyta_K00344,1.04936097724536e-05,12,12,24,YES
Haptophyta_K04371,1.04936097724536e-05,24,12,24,YES
Haptophyta_K12398,1.04936097724536e-05,24,12,24,YES
Haptophyta_K08565,1.04936097724536e-05,24,12,24,YES
Haptophyta_K03366,1.04936097724536e-05,12,12,24,YES
Haptophyta_K13542,1.04936097724536e-05,24,12,24,YES
Haptophyta_K06077,1.04936097724536e-05,12,12,24,YES
Haptophyta_K13787,1.04936097724536e-05,16,12,24,YES
Ochrophyta_K01899,1.04936097724536e-05,24,12,24,YES
Sarcomastigophora_K14497,1.04936097724536e-05,24,12,24,YES
Haptophyta_K15119,1.05850668734742e-05,8,16,24,YES
Haptophyta_K02219,1.06036181056972e-05,4,12,24,YES
Haptophyta_K13819,1.08566871254615e-05,20,16,24,YES
Dinophyta_K00616,1.09933054759037e-05,16,12,24,YES
Haptophyta_K07374,1.09933054759037e-05,24,12,24,YES
Haptophyta_K01373,1.09933054759037e-05,24,12,24,YES
Haptophyta_K04442,1.09933054759037e-05,24,12,24,YES
Haptophyta_K12855,1.09933054759037e-05,24,12,24,YES
Haptophyta_K08955,1.09933054759037e-05,16,12,24,YES
Haptophyta_K07472,1.09933054759037e-05,24,12,24,YES
Haptophyta_K12614,1.09933054759037e-05,24,12,24,YES
Haptophyta_K10410,1.09933054759037e-05,24,12,24,YES
Haptophyta_K14290,1.09933054759037e-05,24,12,24,YES
Haptophyta_K02981,1.09933054759037e-05,24,12,24,YES
Haptophyta_K02824,1.09933054759037e-05,24,12,24,YES
Ochrophyta_K02183,1.09933054759037e-05,24,12,24,YES
Ochrophyta_K03798,1.09933054759037e-05,16,12,24,YES
Ochrophyta_K08266,1.09933054759037e-05,24,12,24,YES
Ochrophyta_K17732,1.09933054759037e-05,24,12,24,YES
Rhodophyta_K00927,1.09933054759037e-05,12,12,24,YES
Haptophyta_K12858,1.14930011793539e-05,24,12,24,YES
Haptophyta_K09494,1.14930011793539e-05,24,12,24,YES
Haptophyta_K09495,1.14930011793539e-05,24,12,24,YES
Haptophyta_K05765,1.14930011793539e-05,24,12,24,YES
Haptophyta_K14611,1.14930011793539e-05,24,12,24,YES
Ochrophyta_K01915,1.1505818273361e-05,24,16,24,YES
Ochrophyta_K01100,1.1505818273361e-05,16,8,24,YES
Haptophyta_K00108,1.20537143816163e-05,16,8,24,YES
Haptophyta_K09835,1.20537143816163e-05,16,8,24,YES
Bacillariophyta_K06445,1.22881848070748e-05,12,16,24,YES
Bacillariophyta_K04727,1.23354785582142e-05,8,12,24,YES
Ochrophyta_K10534,1.23354785582142e-05,8,12,24,YES
Dinophyta_K01845,1.26016104898716e-05,16,8,24,YES
Chromerida_K00486,1.29228822990816e-05,8,12,24,YES
Chromerida_K10581,1.29228822990816e-05,8,12,24,YES
Chromerida_K10586,1.29228822990816e-05,8,12,24,YES
Bacillariophyta_K09551,1.29228822990816e-05,20,12,24,YES
Bacillariophyta_K07944,1.29228822990816e-05,20,12,24,YES
Cryptophyta_K00239,1.29228822990816e-05,20,12,24,YES
Haptophyta_K10582,1.29228822990816e-05,8,12,24,YES
Haptophyta_K11341,1.29228822990816e-05,20,12,24,YES
Ochrophyta_K02230,1.38491861915766e-05,20,4,24,YES
Ochrophyta_K15111,1.45799124569954e-05,8,8,24,YES
Haptophyta_K14951,1.46629533674952e-05,20,20,24,YES
Ochrophyta_K03403,1.46629533674952e-05,20,4,24,YES
Haptophyta_K02728,1.56072576530383e-05,20,16,24,YES
Haptophyta_K09416,1.56072576530383e-05,20,16,24,YES
Haptophyta_K14416,1.63876205356903e-05,20,16,24,YES
Haptophyta_K03141,1.63876205356903e-05,20,16,24,YES
Cryptophyta_K06997,1.65013879636171e-05,8,8,24,YES
Haptophyta_K03089,1.65013879636171e-05,8,16,24,YES
Haptophyta_K02405,1.65013879636171e-05,8,16,24,YES
Haptophyta_K15284,1.65013879636171e-05,8,16,24,YES
Haptophyta_K03635,1.65013879636171e-05,8,16,24,YES
Haptophyta_K03675,1.65013879636171e-05,8,16,24,YES
Haptophyta_K15118,1.65013879636171e-05,8,16,24,YES
Ochrophyta_K00257,1.65013879636171e-05,24,8,24,YES
Bacillariophyta_K08956,1.65202571521457e-05,12,16,24,YES
Bacillariophyta_K00281,1.65202571521457e-05,12,16,24,YES
Bacillariophyta_K07516,1.65202571521457e-05,12,16,24,YES
Chlorarachniophyta_K06269,1.66666056114259e-05,8,8,24,YES
Ochrophyta_K05298,1.66666056114259e-05,12,16,24,YES
Bacillariophyta_K11262,1.71679834183422e-05,12,8,24,YES
Bacillariophyta_K07011,1.71679834183422e-05,20,8,24,YES
Bacillariophyta_K00253,1.71679834183422e-05,20,8,24,YES
Haptophyta_K00948,1.71679834183422e-05,20,8,24,YES
Ochrophyta_K02355,1.71679834183422e-05,12,8,24,YES
Ochrophyta_K00507,1.71679834183422e-05,20,8,24,YES
Dinophyta_K17793,1.7287168342837e-05,24,8,24,YES
Chromerida_K12599,1.7287168342837e-05,8,8,24,YES
Bacillariophyta_K10808,1.7287168342837e-05,24,8,24,YES
Bacillariophyta_K08169,1.7287168342837e-05,8,8,24,YES
Cercozoa_K07963,1.7287168342837e-05,24,8,24,YES
Ochrophyta_K02108,1.7287168342837e-05,8,8,24,YES
Bacillariophyta_K02056,1.73069360641527e-05,12,16,24,YES
Haptophyta_K00003,1.7381736492101e-05,4,12,24,YES
Haptophyta_K03064,1.74602534976843e-05,20,16,24,YES
Rhodophyta_K01902,1.74602534976843e-05,24,16,24,YES
Rhodophyta_K02284,1.74602534976843e-05,8,16,24,YES
Rhodophyta_K02628,1.74602534976843e-05,8,16,24,YES
Bacillariophyta_K08738,1.79483463009941e-05,20,8,24,YES
Bacillariophyta_K14683,1.79483463009941e-05,20,8,24,YES
Bacillariophyta_K12451,1.79483463009941e-05,20,8,24,YES
Cryptophyta_K02703,1.79483463009941e-05,20,8,24,YES
Haptophyta_K14950,1.79483463009941e-05,20,16,24,YES
Haptophyta_K00432,1.79483463009941e-05,12,8,24,YES
Ochrophyta_K00600,1.79483463009941e-05,20,8,24,YES
Cryptophyta_K08907,1.80241666221167e-05,16,12,24,YES
Haptophyta_K11381,1.80241666221167e-05,24,12,24,YES
Haptophyta_K10576,1.80241666221167e-05,24,12,24,YES
Haptophyta_K06413,1.80729487220569e-05,8,16,24,YES
Haptophyta_K09518,1.80729487220569e-05,24,8,24,YES
Ochrophyta_K01845,1.82094382298201e-05,16,12,24,YES
Haptophyta_K11826,1.82539013839427e-05,20,16,24,YES
Dinophyta_K11251,1.89253749532226e-05,24,12,24,YES
Dinophyta_K01624,1.89253749532226e-05,16,12,24,YES
Dinophyta_K04535,1.89253749532226e-05,24,12,24,YES
Bacillariophyta_K00053,1.89253749532226e-05,16,12,24,YES
Bacillariophyta_K00323,1.89253749532226e-05,24,12,24,YES
Bacillariophyta_K00325,1.89253749532226e-05,24,12,24,YES
Bacillariophyta_K00507,1.89253749532226e-05,16,12,24,YES
Bacillariophyta_K09458,1.89253749532226e-05,12,12,24,YES
Bacillariophyta_K08334,1.89253749532226e-05,12,12,24,YES
Bacillariophyta_K09530,1.89253749532226e-05,12,12,24,YES
Bacillariophyta_K08917,1.89253749532226e-05,16,12,24,YES
Bicosoecida_K02949,1.89253749532226e-05,24,12,24,YES
Bicosoecida_K03361,1.89253749532226e-05,4,12,24,YES
Bicosoecida_K14818,1.89253749532226e-05,4,12,24,YES
Cercozoa_K10389,1.89253749532226e-05,24,12,24,YES
Chlorophyta_K00150,1.89253749532226e-05,16,12,24,YES
Chlorophyta_K01624,1.89253749532226e-05,12,12,24,YES
Chlorophyta_K01771,1.89253749532226e-05,16,12,24,YES
Chlorophyta_K03031,1.89253749532226e-05,24,12,24,YES
Cryptophyta_K08913,1.89253749532226e-05,16,12,24,YES
Cryptophyta_K08916,1.89253749532226e-05,16,12,24,YES
Haptophyta_K00927,1.89253749532226e-05,12,12,24,YES
Haptophyta_K04499,1.89253749532226e-05,24,12,24,YES
Haptophyta_K11338,1.89253749532226e-05,24,12,24,YES
Haptophyta_K12391,1.89253749532226e-05,24,12,24,YES
Haptophyta_K13126,1.89253749532226e-05,24,12,24,YES
Haptophyta_K02900,1.89253749532226e-05,24,12,24,YES
Haptophyta_K02302,1.89253749532226e-05,24,12,24,YES
Haptophyta_K03394,1.89253749532226e-05,24,12,24,YES
Haptophyta_K10436,1.89253749532226e-05,24,12,24,YES
Haptophyta_K11473,1.89253749532226e-05,24,12,24,YES
Ochrophyta_K01363,1.89253749532226e-05,24,12,24,YES
Ochrophyta_K12740,1.89253749532226e-05,24,12,24,YES
